cruise,st,depth_m,substrate,method,repl,intensity_MGV.um2/h
MOBY,M4,2500,HPG,BONCAT,B,1.097587729
MOBY,M4,2500,HPG,BONCAT,B,1.56493144
MOBY,M4,2500,HPG,BONCAT,B,0.557067255
MOBY,M4,2500,HPG,BONCAT,B,3.233375481
MOBY,M4,2500,HPG,BONCAT,B,2.098247606
MOBY,M4,2500,HPG,BONCAT,B,1.70892412
MOBY,M4,2500,HPG,BONCAT,B,1.69671135
MOBY,M4,2500,HPG,BONCAT,B,1.886543649
MOBY,M4,2500,HPG,BONCAT,B,0.702474968
MOBY,M4,2500,HPG,BONCAT,B,0.943235393
MOBY,M4,2500,HPG,BONCAT,B,1.597753119
MOBY,M4,2500,HPG,BONCAT,B,2.553815499
MOBY,M4,2500,HPG,BONCAT,B,1.330193331
MOBY,M4,2500,HPG,BONCAT,B,1.729529993
MOBY,M4,2500,HPG,BONCAT,B,1.401300508
MOBY,M4,2500,HPG,BONCAT,B,1.300545754
MOBY,M4,2500,HPG,BONCAT,B,1.413950231
MOBY,M4,2500,HPG,BONCAT,B,2.60343596
MOBY,M4,2500,HPG,BONCAT,B,0.468739228
MOBY,M4,2500,HPG,BONCAT,B,0.22005112
MOBY,M4,2500,HPG,BONCAT,B,1.257148484
MOBY,M4,2500,HPG,BONCAT,B,1.729264008
MOBY,M4,2500,HPG,BONCAT,B,1.339195724
MOBY,M4,2500,HPG,BONCAT,B,1.24185819
MOBY,M4,2500,HPG,BONCAT,B,0.576116202
MOBY,M4,2500,HPG,BONCAT,B,1.438930292
MOBY,M4,2500,HPG,BONCAT,B,3.153117322
MOBY,M4,2500,HPG,BONCAT,B,0.801037935
MOBY,M4,2500,HPG,BONCAT,B,0.544691324
MOBY,M4,2500,HPG,BONCAT,B,0.306718394
MOBY,M4,2500,HPG,BONCAT,B,0.339506729
MOBY,M4,2500,HPG,BONCAT,B,1.106759182
MOBY,M4,2500,HPG,BONCAT,B,1.910844316
MOBY,M4,2500,HPG,BONCAT,B,2.756601654
MOBY,M4,2500,HPG,BONCAT,B,0.300234457
MOBY,M4,2500,HPG,BONCAT,B,0.258390851
MOBY,M4,2500,HPG,BONCAT,B,0.305113673
MOBY,M4,2500,HPG,BONCAT,B,0.371479692
MOBY,M4,2500,HPG,BONCAT,B,3.553001514
MOBY,M4,2500,HPG,BONCAT,B,1.338968027
MOBY,M4,2500,HPG,BONCAT,B,1.507734167
MOBY,M4,2500,HPG,BONCAT,B,1.550734716
MOBY,M4,2500,HPG,BONCAT,B,0.975197948
MOBY,M4,2500,HPG,BONCAT,B,1.180089131
MOBY,M4,2500,HPG,BONCAT,B,0.428272194
MOBY,M4,2500,HPG,BONCAT,B,0.901277184
MOBY,M4,2500,HPG,BONCAT,B,1.673657143
MOBY,M4,2500,HPG,BONCAT,B,1.39381507
MOBY,M4,2500,HPG,BONCAT,B,0.355987638
MOBY,M4,2500,HPG,BONCAT,B,0.324741343
MOBY,M4,2500,HPG,BONCAT,B,2.189685251
MOBY,M4,2500,HPG,BONCAT,B,0.245181437
MOBY,M4,2500,HPG,BONCAT,B,0.349065656
MOBY,M4,2500,HPG,BONCAT,B,0.631091293
MOBY,M4,2500,HPG,BONCAT,B,3.18511669
MOBY,M4,2500,HPG,BONCAT,B,0.40832162
MOBY,M4,2500,HPG,BONCAT,B,1.120815211
MOBY,M4,2500,HPG,BONCAT,B,0.478107323
MOBY,M4,2500,HPG,BONCAT,B,1.631077274
MOBY,M4,2500,HPG,BONCAT,B,0.752603232
MOBY,M4,2500,HPG,BONCAT,B,0.233582746
MOBY,M4,2500,HPG,BONCAT,B,0.532616889
MOBY,M4,2500,HPG,BONCAT,B,0.430932404
MOBY,M4,2500,HPG,BONCAT,B,0.708390157
MOBY,M4,2500,HPG,BONCAT,B,1.305044591
MOBY,M4,2500,HPG,BONCAT,B,1.313924765
MOBY,M4,2500,HPG,BONCAT,B,2.067164004
MOBY,M4,2500,HPG,BONCAT,B,1.624748744
MOBY,M4,2500,HPG,BONCAT,B,3.337384105
MOBY,M4,2500,HPG,BONCAT,B,0.284620964
MOBY,M4,2500,HPG,BONCAT,B,0.253235952
MOBY,M4,2500,HPG,BONCAT,B,3.851420313
MOBY,M4,2500,HPG,BONCAT,B,1.201898318
MOBY,M4,2500,HPG,BONCAT,B,1.053210505
MOBY,M4,2500,HPG,BONCAT,B,0.97119902
MOBY,M4,2500,HPG,BONCAT,B,1.247470166
MOBY,M4,2500,HPG,BONCAT,B,1.705451055
MOBY,M4,2500,HPG,BONCAT,B,2.629789923
MOBY,M4,2500,HPG,BONCAT,B,1.466660116
MOBY,M4,2500,HPG,BONCAT,B,1.883552294
MOBY,M4,2500,HPG,BONCAT,B,0.983823535
MOBY,M4,2500,HPG,BONCAT,B,2.2480662
MOBY,M4,2500,HPG,BONCAT,B,2.661730185
MOBY,M4,2500,HPG,BONCAT,B,1.809793217
MOBY,M4,2500,HPG,BONCAT,B,1.937549825
MOBY,M4,2500,HPG,BONCAT,B,2.146741935
MOBY,M4,2500,HPG,BONCAT,B,1.641498552
MOBY,M4,2500,HPG,BONCAT,B,1.725359924
MOBY,M4,2500,HPG,BONCAT,B,0.991241644
MOBY,M4,2500,HPG,BONCAT,B,0.77558324
MOBY,M4,2500,HPG,BONCAT,B,0.814691765
MOBY,M4,2500,HPG,BONCAT,B,1.875176957
MOBY,M4,2500,HPG,BONCAT,B,1.018990242
MOBY,M4,2500,HPG,BONCAT,B,0.766661725
MOBY,M4,2500,HPG,BONCAT,B,0.976920163
MOBY,M4,2500,HPG,BONCAT,B,1.21624285
MOBY,M4,2500,HPG,BONCAT,B,0.929337181
MOBY,M4,2500,HPG,BONCAT,B,0.745299825
MOBY,M4,2500,HPG,BONCAT,B,0.97426296
MOBY,M4,2500,HPG,BONCAT,B,2.177720077
MOBY,M4,2500,HPG,BONCAT,B,0.782371831
MOBY,M4,2500,HPG,BONCAT,B,1.956602554
MOBY,M4,2500,HPG,BONCAT,B,0.557677259
MOBY,M4,2500,HPG,BONCAT,B,0.560302735
MOBY,M4,2500,HPG,BONCAT,B,1.633595523
MOBY,M4,2500,HPG,BONCAT,B,1.724477692
MOBY,M4,2500,HPG,BONCAT,B,1.765912068
MOBY,M4,2500,HPG,BONCAT,B,0.720546932
MOBY,M4,2500,HPG,BONCAT,B,0.274604712
MOBY,M4,2500,HPG,BONCAT,B,0.334838449
MOBY,M4,2500,HPG,BONCAT,B,0.227046209
MOBY,M4,2500,HPG,BONCAT,B,0.63598961
MOBY,M4,2500,HPG,BONCAT,B,0.772189023
MOBY,M4,2500,HPG,BONCAT,B,0.539388392
MOBY,M4,2500,HPG,BONCAT,B,0.328545748
MOBY,M4,2500,HPG,BONCAT,B,1.752180868
MOBY,M4,2500,HPG,BONCAT,B,0.297974838
MOBY,M4,2500,HPG,BONCAT,B,1.709905584
MOBY,M4,2500,HPG,BONCAT,B,0.953515334
MOBY,M4,2500,HPG,BONCAT,B,0.751823564
MOBY,M4,2500,HPG,BONCAT,B,1.627034247
MOBY,M4,2500,HPG,BONCAT,B,2.179095001
MOBY,M4,2500,HPG,BONCAT,B,0.293360183
MOBY,M4,2500,HPG,BONCAT,B,1.392678946
MOBY,M4,2500,HPG,BONCAT,B,0.282482783
MOBY,M4,2500,HPG,BONCAT,B,0.219564744
MOBY,M4,2500,HPG,BONCAT,B,3.366247763
MOBY,M4,2500,HPG,BONCAT,B,2.041164485
MOBY,M4,2500,HPG,BONCAT,B,0.652730744
MOBY,M4,2500,HPG,BONCAT,B,0.803140726
MOBY,M4,2500,HPG,BONCAT,B,0.570266815
MOBY,M4,2500,HPG,BONCAT,B,0.967137152
MOBY,M4,2500,HPG,BONCAT,B,1.422135136
MOBY,M4,2500,HPG,BONCAT,B,1.274299871
MOBY,M4,2500,HPG,BONCAT,B,5.448008561
MOBY,M4,2500,HPG,BONCAT,B,1.939805263
MOBY,M4,2500,HPG,BONCAT,B,1.473286878
MOBY,M4,2500,HPG,BONCAT,B,0.417884005
MOBY,M4,2500,HPG,BONCAT,B,1.417859225
MOBY,M4,2500,HPG,BONCAT,B,0.598982896
MOBY,M4,2500,HPG,BONCAT,B,0.252977143
MOBY,M4,2500,HPG,BONCAT,B,1.338653172
MOBY,M4,2500,HPG,BONCAT,B,1.373169695
MOBY,M4,2500,HPG,BONCAT,B,0.705184666
MOBY,M4,2500,HPG,BONCAT,B,0.684184938
MOBY,M4,2500,HPG,BONCAT,B,1.27313082
MOBY,M4,2500,HPG,BONCAT,B,1.819080348
MOBY,M4,2500,HPG,BONCAT,B,1.248838619
MOBY,M4,2500,HPG,BONCAT,B,2.988070871
MOBY,M4,2500,HPG,BONCAT,B,0.247078713
MOBY,M4,2500,HPG,BONCAT,B,2.775406788
MOBY,M4,2500,HPG,BONCAT,B,0.428977842
MOBY,M4,2500,HPG,BONCAT,B,1.412068995
MOBY,M4,2500,HPG,BONCAT,B,1.58249954
MOBY,M4,2500,HPG,BONCAT,B,1.896843436
MOBY,M4,2500,HPG,BONCAT,B,0.360978621
MOBY,M4,2500,HPG,BONCAT,B,0.908585114
MOBY,M4,2500,HPG,BONCAT,B,0.746404419
MOBY,M4,2500,HPG,BONCAT,B,0.420226029
MOBY,M4,2500,HPG,BONCAT,B,2.670711778
MOBY,M4,2500,HPG,BONCAT,B,0.440322185
MOBY,M4,2500,HPG,BONCAT,B,0.954839167
MOBY,M4,2500,HPG,BONCAT,B,1.760367109
MOBY,M4,2500,HPG,BONCAT,B,0.44166668
MOBY,M4,2500,HPG,BONCAT,B,1.712468452
MOBY,M4,2500,HPG,BONCAT,B,1.51239084
MOBY,M4,2500,HPG,BONCAT,B,1.020821696
MOBY,M4,2500,HPG,BONCAT,B,1.773070594
MOBY,M4,2500,HPG,BONCAT,B,1.915810274
MOBY,M4,2500,HPG,BONCAT,B,0.307018056
MOBY,M4,2500,HPG,BONCAT,B,0.739265007
MOBY,M4,2500,HPG,BONCAT,B,0.244784872
MOBY,M4,4000,HPG,BONCAT,B,0.37209686
MOBY,M4,4000,HPG,BONCAT,B,2.165192811
MOBY,M4,4000,HPG,BONCAT,B,0.252182758
MOBY,M4,4000,HPG,BONCAT,B,1.166874742
MOBY,M4,4000,HPG,BONCAT,B,1.128164787
MOBY,M4,4000,HPG,BONCAT,B,0.209245155
MOBY,M4,4000,HPG,BONCAT,B,0.708550371
MOBY,M4,4000,HPG,BONCAT,B,1.538411432
MOBY,M4,4000,HPG,BONCAT,B,0.477707888
MOBY,M4,4000,HPG,BONCAT,B,1.372240529
MOBY,M4,4000,HPG,BONCAT,B,1.533574903
MOBY,M4,4000,HPG,BONCAT,B,4.487630904
MOBY,M4,4000,HPG,BONCAT,B,0.522465033
MOBY,M4,4000,HPG,BONCAT,B,0.364142296
MOBY,M4,4000,HPG,BONCAT,B,0.37481932
MOBY,M4,4000,HPG,BONCAT,B,4.273188705
MOBY,M4,4000,HPG,BONCAT,B,0.271780961
MOBY,M4,4000,HPG,BONCAT,B,2.7537774
MOBY,M4,4000,HPG,BONCAT,B,0.996075158
MOBY,M4,4000,HPG,BONCAT,B,0.850847833
MOBY,M4,4000,HPG,BONCAT,B,1.450505268
MOBY,M4,4000,HPG,BONCAT,B,1.115483596
MOBY,M4,4000,HPG,BONCAT,B,0.242929824
MOBY,M4,4000,HPG,BONCAT,B,0.206961357
MOBY,M4,4000,HPG,BONCAT,B,0.332477748
MOBY,M4,4000,HPG,BONCAT,B,2.669896108
MOBY,M4,4000,HPG,BONCAT,B,1.278737779
MOBY,M4,4000,HPG,BONCAT,B,0.865944367
MOBY,M4,4000,HPG,BONCAT,B,0.669371025
MOBY,M4,4000,HPG,BONCAT,B,2.162379216
MOBY,M4,4000,HPG,BONCAT,B,2.144018451
MOBY,M4,4000,HPG,BONCAT,B,2.383409009
MOBY,M4,4000,HPG,BONCAT,B,0.448815494
MOBY,M4,4000,HPG,BONCAT,B,0.439563236
MOBY,M4,4000,HPG,BONCAT,B,0.791447678
MOBY,M4,4000,HPG,BONCAT,B,0.836228419
MOBY,M4,4000,HPG,BONCAT,B,1.87711858
MOBY,M4,4000,HPG,BONCAT,B,0.636641857
MOBY,M4,4000,HPG,BONCAT,B,1.862677825
MOBY,M4,4000,HPG,BONCAT,B,0.346465485
MOBY,M4,4000,HPG,BONCAT,B,3.636686694
MOBY,M4,4000,HPG,BONCAT,B,2.006446537
MOBY,M4,4000,HPG,BONCAT,B,1.33939703
MOBY,M4,4000,HPG,BONCAT,B,1.374568795
MOBY,M4,4000,HPG,BONCAT,B,0.689523881
MOBY,M4,4000,HPG,BONCAT,B,0.894023903
MOBY,M4,4000,HPG,BONCAT,B,0.477696589
MOBY,M4,4000,HPG,BONCAT,B,0.723058404
MOBY,M4,4000,HPG,BONCAT,B,1.507793505
MOBY,M4,4000,HPG,BONCAT,B,1.394123928
MOBY,M4,4000,HPG,BONCAT,B,4.721942468
MOBY,M4,4000,HPG,BONCAT,B,0.49590915
MOBY,M4,4000,HPG,BONCAT,B,2.665485405
MOBY,M4,4000,HPG,BONCAT,B,1.204278658
MOBY,M4,4000,HPG,BONCAT,B,1.128790914
MOBY,M4,4000,HPG,BONCAT,B,0.196970177
MOBY,M4,4000,HPG,BONCAT,B,1.631605928
MOBY,M4,4000,HPG,BONCAT,B,0.930859379
MOBY,M4,4000,HPG,BONCAT,B,0.871365891
MOBY,M4,4000,HPG,BONCAT,B,1.308369494
MOBY,M4,4000,HPG,BONCAT,B,0.548078199
MOBY,M4,4000,HPG,BONCAT,B,3.055015874
MOBY,M4,4000,HPG,BONCAT,B,0.347328613
MOBY,M4,4000,HPG,BONCAT,B,0.227396796
MOBY,M4,4000,HPG,BONCAT,B,2.137381163
MOBY,M4,4000,HPG,BONCAT,B,0.376297332
MOBY,M4,4000,HPG,BONCAT,B,0.487256064
MOBY,M4,4000,HPG,BONCAT,B,0.373518691
MOBY,M4,4000,HPG,BONCAT,B,0.424663611
MOBY,M4,4000,HPG,BONCAT,B,0.992082613
MOBY,M4,4000,HPG,BONCAT,B,1.10044206
MOBY,M4,4000,HPG,BONCAT,B,0.271181118
MOBY,M4,4000,HPG,BONCAT,B,1.709111088
MOBY,M4,4000,HPG,BONCAT,B,1.134367917
MOBY,M4,4000,HPG,BONCAT,B,2.651262997
MOBY,M4,4000,HPG,BONCAT,B,5.275342119
MOBY,M4,4000,HPG,BONCAT,B,0.477696589
MOBY,M4,4000,HPG,BONCAT,B,2.979400243
MOBY,M4,4000,HPG,BONCAT,B,0.24563081
MOBY,M4,4000,HPG,BONCAT,B,1.1532966
MOBY,M4,4000,HPG,BONCAT,B,0.452680059
MOBY,M4,4000,HPG,BONCAT,B,0.211833517
MOBY,M4,4000,HPG,BONCAT,B,0.701024029
MOBY,M4,4000,HPG,BONCAT,B,2.860926386
MOBY,M4,4000,HPG,BONCAT,B,3.669988298
MOBY,M4,4000,HPG,BONCAT,B,0.242727375
MOBY,M4,4000,HPG,BONCAT,B,1.302759735
MOBY,M4,4000,HPG,BONCAT,B,0.66907095
MOBY,M4,4000,HPG,BONCAT,B,1.753016734
MOBY,M4,4000,HPG,BONCAT,B,4.868170547
MOBY,M4,4000,HPG,BONCAT,B,1.360765773
MOBY,M4,4000,HPG,BONCAT,B,3.685139554
MOBY,M4,4000,HPG,BONCAT,B,1.277366197
MOBY,M4,4000,HPG,BONCAT,B,0.301957613
MOBY,M4,4000,HPG,BONCAT,B,1.834378281
MOBY,M4,4000,HPG,BONCAT,B,4.900270251
MOBY,M4,4000,HPG,BONCAT,B,3.637243698
MOBY,M4,4000,HPG,BONCAT,B,0.300215463
MOBY,M4,100,HPG,BONCAT,B,14.04921821
MOBY,M4,100,HPG,BONCAT,B,4.046710788
MOBY,M4,100,HPG,BONCAT,B,1.799135501
MOBY,M4,100,HPG,BONCAT,B,0.833739961
MOBY,M4,100,HPG,BONCAT,B,1.840267025
MOBY,M4,100,HPG,BONCAT,B,1.910604719
MOBY,M4,100,HPG,BONCAT,B,5.469625381
MOBY,M4,100,HPG,BONCAT,B,4.367804011
MOBY,M4,100,HPG,BONCAT,B,55.34456589
MOBY,M4,100,HPG,BONCAT,B,18.26151674
MOBY,M4,100,HPG,BONCAT,B,1.474836721
MOBY,M4,100,HPG,BONCAT,B,22.121287
MOBY,M4,100,HPG,BONCAT,B,14.2324868
MOBY,M4,100,HPG,BONCAT,B,14.99425769
MOBY,M4,100,HPG,BONCAT,B,6.746282425
MOBY,M4,100,HPG,BONCAT,B,2.803297502
MOBY,M4,100,HPG,BONCAT,B,12.29684833
MOBY,M4,100,HPG,BONCAT,B,2.729706278
MOBY,M4,100,HPG,BONCAT,B,6.289430637
MOBY,M4,100,HPG,BONCAT,B,1.861354656
MOBY,M4,100,HPG,BONCAT,B,2.250503821
MOBY,M4,100,HPG,BONCAT,B,8.510172626
MOBY,M4,100,HPG,BONCAT,B,4.301131647
MOBY,M4,100,HPG,BONCAT,B,4.880406602
MOBY,M4,100,HPG,BONCAT,B,7.032326542
MOBY,M4,100,HPG,BONCAT,B,2.345908024
MOBY,M4,100,HPG,BONCAT,B,0.563006072
MOBY,M4,100,HPG,BONCAT,B,5.510773596
MOBY,M4,100,HPG,BONCAT,B,0.833739961
MOBY,M4,100,HPG,BONCAT,B,1.518669053
MOBY,M4,100,HPG,BONCAT,B,4.559605526
MOBY,M4,100,HPG,BONCAT,B,3.810417262
MOBY,M4,100,HPG,BONCAT,B,14.71897213
MOBY,M4,100,HPG,BONCAT,B,2.015748573
MOBY,M4,100,HPG,BONCAT,B,1.832268598
MOBY,M4,100,HPG,BONCAT,B,2.52187032
MOBY,M4,100,HPG,BONCAT,B,17.57941919
MOBY,M4,100,HPG,BONCAT,B,13.8120972
MOBY,M4,100,HPG,BONCAT,B,5.76108773
MOBY,M4,100,HPG,BONCAT,B,0.594995079
MOBY,M4,100,HPG,BONCAT,B,2.129014618
MOBY,M4,100,HPG,BONCAT,B,1.722987067
MOBY,M4,100,HPG,BONCAT,B,14.09214727
MOBY,M4,100,HPG,BONCAT,B,1.491360149
MOBY,M4,100,HPG,BONCAT,B,14.48018373
MOBY,M4,100,HPG,BONCAT,B,53.47430028
MOBY,M4,100,HPG,BONCAT,B,22.1887043
MOBY,M4,100,HPG,BONCAT,B,6.33470897
MOBY,M4,100,HPG,BONCAT,B,4.934486571
MOBY,M4,100,HPG,BONCAT,B,6.795898251
MOBY,M4,100,HPG,BONCAT,B,5.769130934
MOBY,M4,100,HPG,BONCAT,B,1.029397871
MOBY,M4,100,HPG,BONCAT,B,1.955747568
MOBY,M4,100,HPG,BONCAT,B,7.443904753
MOBY,M4,100,HPG,BONCAT,B,3.705766612
MOBY,M4,100,HPG,BONCAT,B,13.95189391
MOBY,M4,100,HPG,BONCAT,B,6.563817263
MOBY,M4,100,HPG,BONCAT,B,19.7751029
MOBY,M4,100,HPG,BONCAT,B,18.74009421
MOBY,M4,100,HPG,BONCAT,B,4.186110213
MOBY,M4,100,HPG,BONCAT,B,50.99591537
MOBY,M4,100,HPG,BONCAT,B,11.5255698
MOBY,M4,100,HPG,BONCAT,B,14.11882586
MOBY,M4,100,HPG,BONCAT,B,2.013244141
MOBY,M4,100,HPG,BONCAT,B,1.579051354
MOBY,M4,100,HPG,BONCAT,B,20.97001191
MOBY,M4,100,HPG,BONCAT,B,12.79488017
MOBY,M4,100,HPG,BONCAT,B,2.939882017
MOBY,M4,100,HPG,BONCAT,B,4.753530537
MOBY,M4,100,HPG,BONCAT,B,3.31063732
MOBY,M4,100,HPG,BONCAT,B,2.218078073
MOBY,M4,100,HPG,BONCAT,B,4.179526829
MOBY,M4,100,HPG,BONCAT,B,6.625507683
MOBY,M4,100,HPG,BONCAT,B,0.971828206
MOBY,M4,100,HPG,BONCAT,B,11.40940257
MOBY,M4,100,HPG,BONCAT,B,3.337770157
MOBY,M4,100,HPG,BONCAT,B,3.974301549
MOBY,M4,100,HPG,BONCAT,B,2.651980635
MOBY,M4,100,HPG,BONCAT,B,17.38244381
MOBY,M4,100,HPG,BONCAT,B,30.79138603
MOBY,M4,100,HPG,BONCAT,B,5.539748877
MOBY,M4,100,HPG,BONCAT,B,2.100240624
MOBY,M4,100,HPG,BONCAT,B,9.965981087
MOBY,M4,100,HPG,BONCAT,B,9.680587505
MOBY,M4,100,HPG,BONCAT,B,7.935418086
MOBY,M4,100,HPG,BONCAT,B,4.915490556
MOBY,M4,100,HPG,BONCAT,B,7.320003482
MOBY,M4,100,HPG,BONCAT,B,9.74899938
MOBY,M4,100,HPG,BONCAT,B,5.434286401
MOBY,M4,100,HPG,BONCAT,B,6.05051021
MOBY,M4,100,HPG,BONCAT,B,2.368444731
MOBY,M4,100,HPG,BONCAT,B,4.402911376
MOBY,M4,100,HPG,BONCAT,B,4.04898641
MOBY,M4,100,HPG,BONCAT,B,15.86565138
MOBY,M4,100,HPG,BONCAT,B,4.162668393
MOBY,M4,100,HPG,BONCAT,B,4.985186692
MOBY,M4,100,HPG,BONCAT,B,14.4402653
MOBY,M4,100,HPG,BONCAT,B,1.39700528
MOBY,M4,100,HPG,BONCAT,B,7.500432962
MOBY,M4,100,HPG,BONCAT,B,1.482751528
MOBY,M4,100,HPG,BONCAT,B,3.944163433
MOBY,M4,100,HPG,BONCAT,B,15.00491232
MOBY,M4,100,HPG,BONCAT,B,4.920162454
MOBY,M4,100,HPG,BONCAT,B,2.92276426
MOBY,M4,100,HPG,BONCAT,B,1.197035118
MOBY,M4,100,HPG,BONCAT,B,1.415149468
MOBY,M4,100,HPG,BONCAT,B,5.529834792
MOBY,M4,100,HPG,BONCAT,B,4.27656887
MOBY,M4,100,HPG,BONCAT,B,0.943250228
MOBY,M4,100,HPG,BONCAT,B,5.650323726
MOBY,M4,100,HPG,BONCAT,B,10.98488128
MOBY,M4,100,HPG,BONCAT,B,4.202174917
MOBY,M4,100,HPG,BONCAT,B,2.984828545
MOBY,M4,100,HPG,BONCAT,B,7.2226424
MOBY,M4,100,HPG,BONCAT,B,5.389489757
MOBY,M4,100,HPG,BONCAT,B,4.945120069
MOBY,M4,100,HPG,BONCAT,B,1.531895806
MOBY,M4,100,HPG,BONCAT,B,6.401911932
MOBY,M4,100,HPG,BONCAT,B,4.267070059
MOBY,M4,100,HPG,BONCAT,B,2.336145849
MOBY,M4,100,HPG,BONCAT,B,7.295053861
MOBY,M4,100,HPG,BONCAT,B,0.854583473
MOBY,M4,100,HPG,BONCAT,B,13.49485589
MOBY,M4,100,HPG,BONCAT,B,24.0533616
MOBY,M4,100,HPG,BONCAT,B,1.763477236
MOBY,M4,100,HPG,BONCAT,B,2.610275599
MOBY,M4,100,HPG,BONCAT,B,5.31206217
MOBY,M4,100,HPG,BONCAT,B,0.478060493
MOBY,M4,100,HPG,BONCAT,B,10.56172397
MOBY,M4,100,HPG,BONCAT,B,3.59727208
MOBY,M4,100,HPG,BONCAT,B,6.00631811
MOBY,M4,100,HPG,BONCAT,B,14.5608383
MOBY,M4,100,HPG,BONCAT,B,6.476624771
MOBY,M4,100,HPG,BONCAT,B,9.922783093
MOBY,M4,100,HPG,BONCAT,B,4.91611593
MOBY,M4,100,HPG,BONCAT,B,4.308234655
MOBY,M4,100,HPG,BONCAT,B,6.944466661
MOBY,M4,100,HPG,BONCAT,B,7.563533168
MOBY,M4,100,HPG,BONCAT,B,6.710893263
MOBY,M4,100,HPG,BONCAT,B,4.796807789
MOBY,M4,100,HPG,BONCAT,B,2.728370872
MOBY,M4,100,HPG,BONCAT,B,5.252196513
MOBY,M4,100,HPG,BONCAT,B,17.95364183
MOBY,M4,100,HPG,BONCAT,B,8.617521766
MOBY,M4,100,HPG,BONCAT,B,1.534530167
MOBY,M4,100,HPG,BONCAT,B,13.1433088
MOBY,M4,100,HPG,BONCAT,B,7.151328824
MOBY,M4,100,HPG,BONCAT,B,4.97987986
MOBY,M4,100,HPG,BONCAT,B,4.154219561
MOBY,M4,100,HPG,BONCAT,B,2.263739909
MOBY,M4,100,HPG,BONCAT,B,6.841980064
MOBY,M4,100,HPG,BONCAT,B,9.849275915
MOBY,M4,100,HPG,BONCAT,B,20.75652653
MOBY,M4,100,HPG,BONCAT,B,15.63602047
MOBY,M4,100,HPG,BONCAT,B,1.894885625
MOBY,M4,100,HPG,BONCAT,B,1.901315609
MOBY,M4,100,HPG,BONCAT,B,9.006829257
MOBY,M4,100,HPG,BONCAT,B,60.33352743
MOBY,M4,100,HPG,BONCAT,B,35.16713182
MOBY,M4,100,HPG,BONCAT,B,4.180211132
MOBY,M4,100,HPG,BONCAT,B,4.538427169
MOBY,M4,100,HPG,BONCAT,B,0.857188806
MOBY,M4,100,HPG,BONCAT,B,6.044112511
MOBY,M4,100,HPG,BONCAT,B,3.967950795
MOBY,M4,100,HPG,BONCAT,B,1.566654683
MOBY,M4,100,HPG,BONCAT,B,3.090982511
MOBY,M4,100,HPG,BONCAT,B,4.853109268
MOBY,M4,100,HPG,BONCAT,B,6.949408597
MOBY,M4,100,HPG,BONCAT,B,2.696319259
MOBY,M4,100,HPG,BONCAT,B,6.498808376
MOBY,M4,100,HPG,BONCAT,B,3.857630748
MOBY,M4,100,HPG,BONCAT,B,16.63777505
MOBY,M4,100,HPG,BONCAT,B,92.82746478
MOBY,M4,100,HPG,BONCAT,B,8.440129065
MOBY,M4,100,HPG,BONCAT,B,2.87863474
MOBY,M4,100,HPG,BONCAT,B,2.759024743
MOBY,M4,100,HPG,BONCAT,B,5.228373769
MOBY,M4,100,HPG,BONCAT,B,6.081378855
MOBY,M4,100,HPG,BONCAT,B,2.800428269
MOBY,M4,100,HPG,BONCAT,B,9.703497162
MOBY,M4,100,HPG,BONCAT,B,26.40389064
MOBY,M4,100,HPG,BONCAT,B,4.202357107
MOBY,M4,100,HPG,BONCAT,B,15.81252779
MOBY,M4,100,HPG,BONCAT,B,5.495615577
MOBY,M4,100,HPG,BONCAT,B,9.839418936
MOBY,M4,100,HPG,BONCAT,B,13.29773507
MOBY,M4,100,HPG,BONCAT,B,14.60760362
MOBY,M4,100,HPG,BONCAT,B,20.61113005
MOBY,M4,100,HPG,BONCAT,B,0.788114346
MOBY,M4,100,HPG,BONCAT,B,5.478149853
MOBY,M4,100,HPG,BONCAT,B,9.55293364
MOBY,M4,100,HPG,BONCAT,B,3.413348101
MOBY,M4,100,HPG,BONCAT,B,2.70194119
MOBY,M4,100,HPG,BONCAT,B,6.364288652
MOBY,M4,100,HPG,BONCAT,B,5.777822538
MOBY,M4,100,HPG,BONCAT,B,3.432411301
MOBY,M4,100,HPG,BONCAT,B,7.44699342
MOBY,M4,100,HPG,BONCAT,B,2.32618448
MOBY,M4,100,HPG,BONCAT,B,2.863230969
MOBY,M4,100,HPG,BONCAT,B,2.430334792
MOBY,M4,100,HPG,BONCAT,B,2.862177001
MOBY,M4,100,HPG,BONCAT,B,37.82727509
MOBY,M4,100,HPG,BONCAT,B,7.934813528
MOBY,M4,100,HPG,BONCAT,B,9.251576052
MOBY,M4,100,HPG,BONCAT,B,5.811803167
MOBY,M4,100,HPG,BONCAT,B,8.245134038
MOBY,M4,100,HPG,BONCAT,B,14.20715112
MOBY,M4,100,HPG,BONCAT,B,8.948026157
MOBY,M4,100,HPG,BONCAT,B,1.683373065
MOBY,M4,100,HPG,BONCAT,B,8.196556837
MOBY,M4,100,HPG,BONCAT,B,4.370069195
MOBY,M4,100,HPG,BONCAT,B,4.804785474
MOBY,M4,100,HPG,BONCAT,B,1.800688749
MOBY,M4,100,HPG,BONCAT,B,4.015393667
MOBY,M4,100,HPG,BONCAT,B,6.074566051
MOBY,M4,100,HPG,BONCAT,B,2.064192683
MOBY,M4,100,HPG,BONCAT,B,4.263087551
MOBY,M4,100,HPG,BONCAT,B,4.39445806
MOBY,M4,100,HPG,BONCAT,B,4.290847287
